,NPC1_Z,NPC1_A,D502E_Z,D502E_A,D508N_Z,D508N_A,P424A_Z,P424A_A,S425L_Z,S425L_A,Y420S_Z,Y420S_A
10,0.4489632501664251,0.4742657482888681,0.5724334022399462,0.3983164571041472,0.4106774890348874,0.5031580268663117,0.2961891287674144,0.5207379379303951,0.495160580014201,0.4587286779786064,0.4339769579136662,0.5132640645905381
11,0.449479699207873,0.4748894608222002,0.5730200694565593,0.3988182543465131,0.4113976178832347,0.503730086455038,0.2967827488247927,0.5212293161363816,0.4958064138350774,0.4591818811756404,0.4348057037344381,0.5139805443788705
12,0.4500133331358083,0.4754618807012818,0.5735782422651683,0.3993995493237317,0.4117669243637716,0.5043808085167396,0.2973751839007418,0.521950189194333,0.4963869458396343,0.4598086558558897,0.4353389484068706,0.5146027594173976
13,0.4508835769907793,0.4759831929805925,0.5741637397119397,0.4000599955006749,0.4123299649552528,0.5049990099000196,0.2978590270581034,0.5224404272259182,0.4969024049046251,0.4604345773288535,0.436,0.5151310512869517
14,0.4515927368769343,0.4766885775849889,0.5747903965794836,0.4005196624386872,0.4129116128180461,0.5056955605895705,0.2984493256819321,0.5229913957227212,0.4973208220052726,0.4610422974088169,0.4364401448079679,0.5156122574183046
15,0.4522830971858223,0.4772923632324322,0.5754302737951836,0.4011782646156194,0.4135504805945702,0.5062489506161963,0.2989849494539817,0.5234500931320961,0.4978513834469078,0.4616145578293648,0.4368798461819908,0.5162480024174427
16,0.4527250821414691,0.4778786456831901,0.5762082956709319,0.4018158782328045,0.4141497313774331,0.5068648735116689,0.2996798291510458,0.5239389277387203,0.498493731154164,0.4623072571353385,0.4374288513575665,0.5169139193328034
17,0.4533960740897521,0.4783806016134015,0.5766662813100831,0.4023133107417651,0.4147481163308641,0.5074485195564177,0.3003997336882973,0.5245188271168157,0.4990871667354311,0.4627569556473462,0.4378858298689282,0.5175171494742953
18,0.4538193473178507,0.4788486190854057,0.5772347875864725,0.4028498479582685,0.4153841595439094,0.5081259686337631,0.3009318859808644,0.5251133211031691,0.4995998398718718,0.4632407581377096,0.4384518217546826,0.5181659965686672
19,0.454453517975161,0.4794496845342585,0.5779134883354082,0.4034451635600555,0.4160384597606332,0.5087867922814034,0.3014630989026683,0.5258592967705334,0.4999839997439918,0.4637068039181655,0.4392356998241377,0.5188294517469108
20,0.4550868049064925,0.4799166594316142,0.5783839555174399,0.4042375539209587,0.4165765235824025,0.5092897014470251,0.3020993214159873,0.5264978632435274,0.5004318135370692,0.4644997308933558,0.4398727088601883,0.5194458585839337
21,0.4555611923770505,0.4805330373657986,0.5789093193238471,0.4048703496182451,0.41709471346446,0.5099176404087233,0.3025756103852391,0.5271508323051383,0.5011666389535521,0.4650161287525413,0.4403089824202999,0.5201076811584309
22,0.4561754048608933,0.4811319985201566,0.5795860591836212,0.4054429676292339,0.4178037816966237,0.5107484703843957,0.3032622627363979,0.5277878361614637,0.5016931332996297,0.4655319537904998,0.4409262976961116,0.52095297292558
23,0.4567887914561827,0.4816139532862394,0.5801792826359797,0.4058571177150895,0.4183969407153929,0.5114528326248668,0.303921042377786,0.5284694882393873,0.5024898008915206,0.4662703078687297,0.4415789850072125,0.5215208528908504
24,0.4575587393985607,0.4821452063434832,0.5807030222067042,0.406369290178281,0.4189128787707535,0.5120468728544293,0.304473315743761,0.5289839317030338,0.5029831011077808,0.466887566765276,0.4420678680926719,0.522226004714434
25,0.4581004256710531,0.4826924486668504,0.5814051943352415,0.4070380817564863,0.4195235392680606,0.5127182462132589,0.3048409421321223,0.529497875349845,0.5035553594193989,0.4675211225174751,0.4425923632418435,0.5226853738148792
26,0.4586065852122056,0.4832225160316932,0.5821340051912446,0.4074898771748815,0.4201333121760283,0.5132173029039453,0.3054177467011372,0.5301018770010157,0.5041428369024001,0.4680341867855381,0.4434410896612987,0.5234042414807125
27,0.4591818811756404,0.483735464897913,0.5826422573071748,0.4078823359744817,0.4205710403724916,0.5136847282137167,0.3060980235153439,0.5307202652999036,0.5048088747238899,0.4686832619157633,0.4438738559545944,0.5240915950480413
28,0.4597912569851671,0.4843469830606979,0.5833146663679905,0.4082548223842555,0.4212362757408245,0.5143228558016841,0.3066463761403353,0.5312475882298197,0.5053157428776587,0.469399616531586,0.4445402119043901,0.5245035748209921
29,0.4603824497089349,0.4849742261192856,0.58393150283231,0.4088618348537804,0.4216159389776435,0.5149601926362852,0.3071677066359678,0.531819518257839,0.5059328018620655,0.4701489125798336,0.4449719092257397,0.5251285556889855
30,0.4609728842350708,0.4854523663553408,0.5844655678480983,0.4093702480640233,0.4221847936626803,0.5155191558031573,0.307610142875686,0.5323156958046606,0.5065333157848554,0.4707950721917127,0.4455468549995611,0.5256767067314282
31,0.4614065452504981,0.486094640990826,0.5850675174712744,0.4097413818495759,0.4226393261399133,0.5161550154750024,0.3081817645481315,0.532856453465659,0.5072435312549585,0.4712875979696473,0.4460672595024207,0.5263002945087528
32,0.4620303020365656,0.4866867575761641,0.5857781149889436,0.4101901997854166,0.4235091498421256,0.5170841324194739,0.3088041450499005,0.53333666665625,0.5078267421079753,0.4719152466280359,0.4468019695569839,0.5268624108816268
33,0.4625148646259923,0.4872124793147236,0.5864332869133538,0.410560592361225,0.4241131924380565,0.5176253471382559,0.3093477008157649,0.5340112358368502,0.5085823433820722,0.4723727341835047,0.4473745634253248,0.527439096010146
34,0.4631544019007052,0.4878852324061469,0.5870468465122695,0.4111252850409471,0.4246410248668868,0.5183357984936021,0.309993548319961,0.5346849539682224,0.5092111546303753,0.4729312846492606,0.4479464253680344,0.5280151512977634
35,0.4636205344891445,0.4884424224000204,0.5876733786722009,0.4118640552415323,0.4250552905211274,0.5188602894807041,0.3105092591212056,0.5352532111066687,0.5098862618270863,0.4736749940623845,0.4486067320047706,0.5285300369893844
36,0.4642240838215958,0.4889498951835453,0.5882176467941097,0.4125045454295019,0.4255631562999786,0.519507459041735,0.3108697476436072,0.5358955122036384,0.5103567379784458,0.474282616168883,0.4491770252361534,0.5291804985068894
37,0.4648612696278321,0.4894895300208167,0.588924443371134,0.4131440426776114,0.4260140842742174,0.5200153843878083,0.3114610730091322,0.5363133412474465,0.5109207374926173,0.4747546734893718,0.4496932287682348,0.5296187307865914
38,0.4653944563485904,0.4900612206653368,0.5894132675805661,0.4136278520602789,0.4265020515777152,0.5205381830375174,0.3118461158969275,0.5368947755380006,0.5115935887010313,0.4755123552548346,0.4502088404285282,0.5301622393192484
39,0.4658755198548213,0.4907300683675293,0.5900237283364119,0.4142849261076246,0.4270643979542196,0.5210604571448499,0.3122306839501845,0.5374606962374086,0.5121874656802917,0.4760168064259916,0.4506351073762452,0.530690116734804
40,0.4665447459783466,0.4912840319000812,0.5907689903845664,0.4147866921683963,0.4276072964765685,0.5218275577238136,0.3125891872730085,0.5379665417105417,0.5126246189952255,0.4767724824274152,0.4511496425799315,0.5313529900169942
41,0.4670246246184455,0.4917397685768358,0.5913509956024425,0.4155382052230577,0.4281495065978705,0.5226547617691816,0.3131772660970141,0.5384421974548429,0.5133264068796773,0.4773258844856415,0.451769852911856,0.5320300743379082
42,0.4675211225174751,0.492048778069817,0.5918918820190053,0.4161345936112497,0.4285417132555476,0.5230525786190142,0.3137387448180412,0.5390658586851889,0.5137781622451464,0.4778451632066605,0.452442261509687,0.5326011640993662
43,0.4681196428264894,0.4926499771643149,0.5923242355332086,0.4165765235824025,0.4293064173757481,0.5236792911697005,0.314350123270216,0.5395108896027957,0.5143539637253707,0.4784307682413412,0.4530253856021757,0.5331266266094764
44,0.4688027303674756,0.4933801779561072,0.5928102563215316,0.4172673004202462,0.4297906467106979,0.5241679120281973,0.3148586984664708,0.540103693747784,0.5149601926362852,0.4788486190854057,0.4534842885922289,0.5337265217318697
45,0.4694166592697792,0.493947365617026,0.5933632951236535,0.417842075430419,0.4304788031947682,0.5247018200845124,0.3153664535108324,0.5405774690088369,0.5155657087122842,0.4797165829945844,0.4540132156666808,0.5342059527934896
46,0.4699276540064439,0.494594783636059,0.5939696961966999,0.4185881030320857,0.4308131845707603,0.5251894896130348,0.3158227350904301,0.5412282328186512,0.5161395160225576,0.4800833261007927,0.4545063255885445,0.535028971178197
47,0.4704891072065325,0.4951121085168489,0.5944678292388916,0.4192564847441241,0.4314070004068084,0.5256462688919232,0.3163542318351376,0.5419815495014567,0.5166817202108083,0.4806329160596473,0.455332845290124,0.5356267357031387
48,0.4710838566539931,0.4956773143891094,0.5949520989121729,0.4195616760382197,0.4320555519837698,0.5260722383855662,0.3169353246326449,0.5425863986500215,0.5173625421307577,0.4812982443350485,0.455912272262987,0.5362984243870199
49,0.4716608951354776,0.4961612641067418,0.5954494101097086,0.4202856171700383,0.4325551987897036,0.5265586387098782,0.3172380809423736,0.5430874699346322,0.5178880187839838,0.481896254395072,0.4565961016040325,0.5370288632839021
50,0.4722711085806541,0.4967252761839284,0.5961342130762166,0.4208182505547971,0.4331281565541543,0.5271053025724557,0.3176413071374691,0.543588079339494,0.5184746859780138,0.4823111029200966,0.4569638935408354,0.5374309257941899
51,0.4728466982014361,0.4973208220052726,0.5966975783426643,0.4215590112902344,0.4335712167568322,0.5278484631028114,0.3180943256331367,0.5441323368446319,0.5190606900931721,0.482825020064205,0.4575937062504248,0.5379516706917081
52,0.4733708905287692,0.4979638541099143,0.5972068318430391,0.4221468938651568,0.4340138246646067,0.5284694882393873,0.3186722454183922,0.54473479786039,0.5196922166051748,0.4834211414491509,0.4581702740248433,0.538486768639676
53,0.4738438561382853,0.4984616334282911,0.5979565201584477,0.4226393261399133,0.4344375674363349,0.5289536841728205,0.319274176844918,0.5453365933072895,0.5202460956124514,0.4840661111873047,0.4588333030633238,0.5390361768935366
54,0.4747209706764596,0.498974949271003,0.5985315363454127,0.4230933703096752,0.4350080459026016,0.5296338357771339,0.32,0.545776511037256,0.5207533005176251,0.4844791017164724,0.4594257284915594,0.5394960611533693
55,0.4753440858998879,0.4995357845039733,0.5989724534567512,0.4236224734359592,0.4355226744958292,0.5301622393192484,0.3204496840379157,0.5463918008169595,0.5212293161363816,0.484924736428242,0.4599652160761724,0.540088881574135
56,0.4757982765836799,0.5001119874588091,0.5996265504461923,0.4240565999958025,0.4362017881668987,0.5307202652999036,0.3208488740824876,0.5471380081844068,0.5217048974276549,0.4856336067448381,0.4603650725239698,0.5405774690088369
57,0.4761512364784954,0.5007035050806016,0.6001866376386599,0.4246410248668868,0.4366234075264403,0.531157227193606,0.3214716161654089,0.5476349148839946,0.5221953657396817,0.4860617244754003,0.4608861030666905,0.5410656152445839
58,0.4766550115125194,0.5011506759448698,0.6005863801319508,0.4251305681787655,0.4371361344020876,0.5318044753478481,0.3221428254672142,0.5482043414640201,0.5226547617691816,0.4866045622474166,0.4613718673694789,0.5416419481539442
59,0.4771917853442156,0.5017569132558115,0.6011588808293529,0.4257323102608022,0.4377030957167198,0.5323156958046606,0.3226391172812125,0.5490500887897206,0.5231902139757585,0.4871467951244265,0.4619610373180838,0.5422619293293602
60,0.4777279560586757,0.5023624189765791,0.6016776545626403,0.4262393693689028,0.43830582930187,0.532946526398287,0.3232584105634376,0.5495598238590591,0.5237709423020717,0.4876720209321015,0.4624456724848876,0.5428517292963153
61,0.4781798824710216,0.5028240248834577,0.6021826965298821,0.426764572100356,0.4388348208608793,0.5335166351670771,0.3236294176987005,0.5501417999025342,0.5243662841945504,0.4882622246293481,0.4629989200851336,0.5433967243184302
62,0.4787483681434329,0.5033964640320788,0.6028200394811043,0.4271205918707269,0.439399590350287,0.5340112358368502,0.3241481142934507,0.550824836041368,0.5248085365159374,0.4888189849013641,0.4634997303127586,0.5440294109696644
63,0.4793495592988482,0.5039206286708255,0.6032180368656096,0.4278504411590574,0.4400363621338582,0.5345353122105218,0.3245920516586935,0.5513329302699052,0.5253874760593366,0.4894568418154965,0.4641723817721171,0.5446466744596904
64,0.4797999583159631,0.5044759657307769,0.6037615423327326,0.4284110175987541,0.4406359041203974,0.5352681570951143,0.32501076905235,0.551782565871739,0.5258288695003347,0.489979591411724,0.4647063588977452,0.5450284396249429
65,0.4802832497599724,0.5049990099000196,0.6042516032250141,0.428896257852642,0.4410351459917905,0.5356715411518518,0.3255764119219941,0.5524490926773253,0.5264522770394293,0.4904039151556602,0.4654116457502971,0.5456299112035556
66,0.4808825220363077,0.5055848098983988,0.6048074073620461,0.4293809497404374,0.4415246312494921,0.5363282576929915,0.3260184043884639,0.5528399406699918,0.5268927784663594,0.4910071282578289,0.4658068269143336,0.5462160744613801
67,0.481264999766241,0.5061067081159861,0.605270187602198,0.4298278725257356,0.4419411725558052,0.5368649737131302,0.3265578049901732,0.5534184673463654,0.5275907504875346,0.49157705398035,0.4663389325372695,0.5468016093612015
68,0.4817302149543871,0.5067385913861308,0.6057458212815009,0.4303115150678633,0.4424838980121198,0.5374755808406555,0.3270473971766172,0.5538230764422877,0.5280303021607756,0.4920975513046168,0.4669218350002492,0.5472988214860325
69,0.4822945158303171,0.5073539198626537,0.6063662259723903,0.4308874563038474,0.4430079006067499,0.5380557591922979,0.3276095236710923,0.5544150070118954,0.5286359806142598,0.4928610351813176,0.467367093407313,0.5478978006891431
70,0.4828581572263225,0.5078582479393241,0.6069332747510224,0.4312586231021937,0.4434050067376325,0.538531336135605,0.328097546470558,0.5548188893684136,0.5292409659125038,0.4932990979111963,0.4679145221084723,0.5482189343683781
71,0.4832887335744544,0.5086609872990064,0.6073812641166997,0.4316850703927575,0.4438378082137663,0.538961965262856,0.3287308929808696,0.5552801094942984,0.5297093542689236,0.4937691768427835,0.4684783879753686,0.5488897885732618
72,0.483818147654674,0.5091954438130805,0.6078815674126005,0.4320185181216194,0.4444502221846672,0.5393477542365408,0.3292415526630866,0.555755341854669,0.5302527699126145,0.4943359181771035,0.4689733467906252,0.5494870335139858
73,0.4842148283561749,0.5096037676469828,0.6083946087861068,0.4323332048316437,0.4449539301995208,0.5399851849819586,0.329727159936818,0.556230168185797,0.5308709824430038,0.4947888438515969,0.4695018636810721,0.5500399985455604
74,0.4847432309996706,0.510262677451526,0.6088809407429338,0.4326476626540354,0.4455109426265532,0.54053307021865,0.33006665993402,0.5567908045217701,0.5313831009732997,0.4952090467671203,0.4700468061799803,0.5505633478538142
75,0.4852545723638263,0.5108267808171376,0.6092093236318695,0.4332020313895123,0.4460493246267726,0.5411395383817376,0.330647848926921,0.5571355310873648,0.531894726426198,0.4959677408864411,0.4705061104810436,0.5511878082831658
76,0.4856830242040584,0.5112650975765899,0.6097343683933193,0.4337188029126705,0.4465691435824916,0.5415680935948867,0.3311555525731072,0.557594834983252,0.532480985576011,0.4966447422454002,0.4708630374110926,0.5515940536300223
77,0.486094640990826,0.5117655713312493,0.6102196325914138,0.4341981114652619,0.4470883581575346,0.5421143790751173,0.3316142337114015,0.5581827657676293,0.5331266266094764,0.4972082058856229,0.4714912512443895,0.5521014399546519
78,0.4864894654563447,0.5123748627713893,0.6106652110608561,0.4348976891177969,0.4474997206703038,0.5426453722275719,0.3319518037306018,0.5587271248113878,0.5336665625650534,0.4976102892826876,0.4720338970879104,0.5525504501853202
79,0.4869004004927497,0.5129366432611341,0.6112020942372499,0.4354491933624403,0.4480714228780942,0.5431463891070252,0.3325296979218547,0.5591708146890357,0.5341160922496156,0.4980602373207481,0.4725589910265172,0.5531003525581953
80,0.4873602363755172,0.5135133883356889,0.6117908139225369,0.435871540708957,0.448571064604038,0.5438235007794349,0.3330825723450568,0.5596999195997798,0.5348046372274646,0.4984295336353976,0.4729989429163663,0.5537363993815108
81,0.4877704378086068,0.5140739246450845,0.6123528394643075,0.4363668181702179,0.4489810686432113,0.5443675229107628,0.3335386034629274,0.5602570838463358,0.5352681570951143,0.4989428825025966,0.4733708905287692,0.5541263393848014
82,0.4882622246293481,0.5144628266454244,0.6128751912094338,0.4369164679890196,0.4495686821832678,0.5449844034465574,0.3339461034358688,0.5608279593600876,0.5358357957434348,0.4994877375872205,0.4738945030278363,0.5546314091358332
83,0.4888517157584701,0.5149291213361311,0.6133970981346423,0.4373922724511717,0.4499599982220642,0.5454539393936028,0.3344248794572557,0.5612557349372922,0.5362238338604505,0.4999039907822301,0.4744006745357768,0.5551216082985782
84,0.4893260671576775,0.515379471845746,0.6140358295734867,0.4379771683546986,0.4503687378138052,0.5460842425853359,0.3347596152465228,0.5616404543834072,0.5368500721803062,0.5005756686056565,0.475057891209061,0.5556689662020006
85,0.4897672916804469,0.5158604462449123,0.6146218349521924,0.4384518217546826,0.4508480897153719,0.5465235585041143,0.3352133648886929,0.5621103094589175,0.5375053488105956,0.5010708532732672,0.4755460019808809,0.5562014023714791
86,0.490322342954102,0.5164184349924004,0.6150772309230769,0.4388530505761581,0.4513092066421867,0.547035647832936,0.335761820342933,0.5625797721212522,0.538040890639364,0.5014698395716337,0.4759159589675471,0.556718959619663
87,0.4907789726546971,0.5169603466417904,0.6156232614188648,0.4392356998241377,0.4521238768302333,0.5474742003053661,0.3363569532505608,0.5632761312180732,0.5386501647637361,0.5020438227884095,0.4764367743992901,0.5572647485710899
88,0.4913491630195374,0.5175171494742953,0.6161558244470305,0.4396362132490907,0.4525306619445803,0.547941602727882,0.3368323024889388,0.5638439500429174,0.539273585483287,0.5027603803005961,0.4769905659444429,0.5576665670452193
89,0.4919512170937277,0.5180424693015043,0.6167268439106571,0.440199954566104,0.453007726203428,0.5484523680320835,0.3374255473434102,0.5643403228549241,0.5398073730507948,0.5032375184741297,0.4774096773212709,0.5585266332056154
90,0.4924063362711735,0.5185055448112392,0.6172325331672011,0.4406540593254531,0.4535195695887885,0.548991803217498,0.3378046772914786,0.5647937676709969,0.5403110215422224,0.5036983224113418,0.4779456035994054,0.5589704822260295
91,0.4928123375078996,0.5190606900931721,0.6177119069598707,0.441180235278055,0.4539251039543858,0.549224908393638,0.3383016405517419,0.5651336125200837,0.5409916820062948,0.5042380390252207,0.4785812365732698,0.5595855609288002
92,0.4932180045375472,0.5196152422706632,0.6181132582302373,0.4416695597389523,0.4543478843353405,0.5496326045641762,0.3387270287414336,0.5656571399708484,0.5414942289627841,0.504793026893201,0.479082456368421,0.5602285248003711
93,0.4936395446071961,0.5201692032406379,0.6185402169624866,0.4420678680926719,0.454770271675711,0.5500690865700417,0.3391518833797035,0.5662790831383409,0.5418191580223055,0.5052999109439859,0.4795164230764156,0.5607994293863003
94,0.494190246767376,0.5206918474491415,0.6191090372462673,0.4426285124119322,0.4552625616059374,0.5504180229607312,0.3395997644286579,0.5667592081298723,0.542379940632026,0.5056639200101191,0.479949997395562,0.5614552520014396
95,0.4946918232596937,0.5211986185706942,0.619457827458819,0.4428814739859865,0.4557016567887372,0.5507667382840035,0.3399764697740124,0.5672389267319372,0.5428664660853533,0.5060750932420998,0.4804164859785725,0.5618540735813882
96,0.4951282662098782,0.5216742278472265,0.619909670839228,0.4431884475028653,0.456228013168854,0.5514925203481911,0.3405172536010473,0.5676618711874173,0.5434114463277342,0.5066122777825267,0.480899157828333,0.5622526122660526
97,0.4955643247853905,0.5221034380273702,0.6203611851171864,0.4437116180583961,0.4566836979792469,0.552,0.3408929450722029,0.5682253074265524,0.5438235007794349,0.5070069033060596,0.481514278085292,0.5628641043804447
98,0.4958225489023266,0.52271598406783,0.6209025688463529,0.4442161635960582,0.4572264209338738,0.5524056480522263,0.3412447801798586,0.5686053112660837,0.5442499425815311,0.5075431016179809,0.4820622366458505,0.5633045357530863
99,0.4963224758158752,0.5231596314701661,0.621314735057845,0.4446661669162609,0.4578209256903839,0.5531148162904336,0.3417835572405437,0.56908347366621,0.5447935388750494,0.5080314950866728,0.4825266832000071,0.5638155726831249
100,0.4969024049046251,0.5236640144214609,0.6217137605039799,0.4452415074990201,0.4583448483401989,0.5537652932425433,0.3423448553724738,0.569434807506531,0.5453072528400846,0.5085036873022653,0.4831066134923015,0.5645104073442757
101,0.4973369079406836,0.5241221231735977,0.6221253892906156,0.445834049843661,0.4587635556580318,0.5541840849392917,0.3426951998496623,0.5698701606506521,0.5458937625582472,0.509164020724167,0.4834873317885382,0.5651336125200837
102,0.497771031700319,0.524610331579545,0.6227166289734039,0.4464078852350169,0.4592167244341173,0.5547035244164219,0.3429052347223646,0.5704314156846554,0.546347874526844,0.5097136450988927,0.4839504106827475,0.5656429969512573
103,0.4982529478086406,0.5251437898328419,0.6232816377850386,0.446891485709898,0.4598434516223972,0.5551648403852679,0.3432783127434647,0.5708099508593031,0.5467430840897762,0.5101999607996849,0.4844460754304858,0.566123661402701
104,0.4987504385962983,0.525615829289796,0.6237307111246007,0.4473924451753739,0.4602607956365608,0.5557265514621378,0.3436509857398928,0.571314274283428,0.5471233864495284,0.5107954580847407,0.4847927392195555,0.5667168605220776
105,0.4992153843783262,0.52604182343232,0.6242050945001971,0.4478571200729089,0.4606951269549093,0.5561726350693641,0.3440697603684462,0.5716922248902813,0.5475764786767232,0.511233801699379,0.4851391552946433,0.5671966149405336
106,0.4996318644762361,0.5266649789002492,0.6246791176276025,0.4483391573351585,0.4610249450951651,0.5567908045217701,0.3444183502660681,0.5721258602790124,0.5481167758790092,0.511812465655146,0.4855347567373524,0.5675914023309374
107,0.500127983620193,0.5272722257050906,0.625152781326293,0.4487850264881839,0.4615278973149944,0.5572503925525759,0.3447433828226439,0.5725172486484578,0.5485836308166696,0.5122499389946279,0.485913572562035,0.5680140843324222
108,0.5006875273062033,0.5276665613813329,0.6257028048522717,0.4492304531084241,0.4619264010640656,0.5576809123504229,0.3450217384455651,0.5729362966334042,0.5489480849770769,0.5126246189952255,0.4863085440335178,0.5685068161420758
109,0.501118748402013,0.5282120786199422,0.6263289870347691,0.4496576475497776,0.4623245613202915,0.558139767441812,0.3454388513181457,0.5733968957013981,0.5493122973318548,0.5131393572900056,0.4867525038456402,0.5690412990284625
110,0.5016452930109082,0.528666246321817,0.6268014039550326,0.4501377566923263,0.4627396676318122,0.5585696017507576,0.3457629245595889,0.5739686402583333,0.5498072389483427,0.5134354876710413,0.4872781546509139,0.5696314598053728
111,0.5020916251044226,0.5290444215753531,0.627235203093704,0.4507061126721048,0.4630853053164179,0.5590277273982034,0.346063577973759,0.5744284115536069,0.5502581212485647,0.5140272366324571,0.4876720209321015,0.5699543841396433
112,0.5024420364579382,0.529648940336899,0.6277069379893774,0.4510964420165603,0.4634479474547276,0.5595855609288002,0.3464794366192603,0.5748738992161673,0.5506505243800282,0.514509475131411,0.4882458397160185,0.5706557631357103
113,0.5026648983169603,0.5300867853474561,0.6282037885909317,0.4515750214526928,0.4638965401897281,0.5601142740548575,0.3469178577127444,0.5752912305954263,0.551173293982936,0.5150844590938461,0.4886880395507956,0.5711182014259395
114,0.5030944245367862,0.5307805572927479,0.628776589895012,0.4521946483540025,0.4642413165585329,0.560585408301001,0.3474017846816565,0.5757499457229674,0.5516085568589377,0.5154725986897848,0.4890971273683787,0.5716642371182581
115,0.5034441379140292,0.5312927629847786,0.6292471692427388,0.4526720667326404,0.46467192727773,0.5610846638431672,0.3481149235525532,0.5760972140186065,0.5519855070561184,0.5159844958911072,0.489522216043358,0.5721258602790124
116,0.5038094878026813,0.5318044753478481,0.6295903430009072,0.4530960163144231,0.4650505348884141,0.5615977207930959,0.348459466796355,0.5764581511263415,0.5524490926773253,0.5166352678631222,0.4898326244749322,0.572656965381545
117,0.5042380390252207,0.5322555777068005,0.6299841267841596,0.4536783001202504,0.4655147688312369,0.5622383836061,0.3486889731551602,0.5769020714124712,0.5528978205780885,0.517099603558154,0.4902407571795719,0.5732015352386978
118,0.5046979294588002,0.5328864794681885,0.6303395910142405,0.4541365433435191,0.4660987019934726,0.5626935222658958,0.3490329497339757,0.5774703455589733,0.5533028104031282,0.5174862317009025,0.4906485503901953,0.5738431841539987
119,0.5052682455884201,0.5333966629066965,0.6308216863742083,0.4545767261970195,0.4664933011308951,0.5631767040636536,0.3494681673629231,0.5777611963432643,0.5536930557628478,0.5180115828820819,0.491039713261565,0.5743030558860017
120,0.5057113801369314,0.5338014612194313,0.6313414290223636,0.4551395390426984,0.4668532960149259,0.5637020489584901,0.3499257064006587,0.5782871259158379,0.5541119020558934,0.518536401808012,0.491365444450462,0.57484606635168
121,0.5060118575685751,0.5342209280812574,0.6317847734790701,0.4555611923770505,0.4672301360143628,0.564297793722428,0.3502456280954839,0.5787019958493318,0.5544727225031003,0.5189065426452051,0.4918211056878304,0.5752912305954263
122,0.5063437567502931,0.5347148772944326,0.6322151532508534,0.456,0.4676579946927027,0.564722940918819,0.3506108954382336,0.5791441962067824,0.5548909802835148,0.5194304573280238,0.4924063362711735,0.5758610943621734
123,0.5069595644624925,0.5351934229790198,0.6325693637855061,0.4563858017072836,0.4680512792419223,0.5650769859054604,0.3508845964131227,0.5795860591836212,0.5552512944604452,0.5198307416842525,0.4929908721264522,0.576333236938492
124,0.507464284457537,0.5355669892739843,0.6330371237139257,0.4569113699613963,0.4684783879753686,0.5654166605256694,0.3513175202007438,0.5801241246491995,0.5557841307558179,0.5204920748676198,0.4935422980859898,0.576791123371364
125,0.5077794796956647,0.5360596981680306,0.6334792814291561,0.4573138965743333,0.468888046339422,0.5660106006074445,0.3517726538547304,0.5805790213226792,0.556273314118159,0.5208761849038599,0.4940769170888274,0.5773733627385316
126,0.5081574559130271,0.5364923112216986,0.6339842269331313,0.4579781654183963,0.4694166592697792,0.5665615588795272,0.352272621700864,0.5810060240651554,0.5565896154259438,0.5212446642412755,0.4945139027368189,0.5777750427285693
